cultivo,anio,campania,provincia,departamento,superficie_sembrada_ha,superficie_cosechada_ha,produccion_tn,rendimiento_tn_ha,tasa_cosecha
maiz,2018,2018/2019,Corrientes,San Roque,450,400,2520,6.3,0.889
maiz,2018,2018/2019,Corrientes,San Luis del Palmar,1200,1120,7056,6.3,0.933
maiz,2018,2018/2019,Corrientes,Saladas,600,520,3276,6.3,0.867
maiz,2018,2018/2019,Corrientes,San Miguel,250,160,1008,6.3,0.64
maiz,2018,2018/2019,Corrientes,San Martín,800,720,4536,6.3,0.9
maiz,2018,2018/2019,Entre Ríos,Villaguay,41000,37390,246774,6.6,0.912
maiz,2018,2018/2019,Entre Ríos,Gualeguay,36000,30860,234536,7.6,0.857
maiz,2018,2018/2019,Entre Ríos,Colón,7000,5470,33914,6.2,0.781
maiz,2018,2018/2019,Formosa,sin definir,69000,26550,119475,4.5,0.385
maiz,2018,2018/2019,Entre Ríos,Feliciano,3000,2455,16203,6.6,0.818
maiz,2018,2018/2019,Entre Ríos,Diamante,33600,29970,248751,8.3,0.892
maiz,2018,2018/2019,Entre Ríos,Concordia,4300,3660,27084,7.4,0.851
maiz,2018,2018/2019,Entre Ríos,Federal,7700,6430,48225,7.5,0.835
maiz,2018,2018/2019,Entre Ríos,Federación,3200,2655,18851,7.1,0.83
maiz,2018,2018/2019,Entre Ríos,Nogoyá,38000,31330,222443,7.1,0.824
maiz,2018,2018/2019,Entre Ríos,Victoria,40000,36665,285987,7.8,0.917
maiz,2018,2018/2019,Entre Ríos,La Paz,28000,22370,172249,7.7,0.799
maiz,2018,2018/2019,Entre Ríos,Gualeguaychú,76000,65720,492900,7.5,0.865
maiz,2018,2018/2019,Entre Ríos,Paraná,51200,38500,311850,8.1,0.752
maiz,2018,2018/2019,Entre Ríos,Uruguay,38000,32300,222870,6.9,0.85
maiz,2018,2018/2019,Entre Ríos,Tala,26500,22610,165053,7.3,0.853
maiz,2018,2018/2019,Entre Ríos,San Salvador,3500,2666,16263,6.1,0.762
maiz,2018,2018/2019,Santa Fe,Iriondo,59000,53000,471700,8.9,0.898
maiz,2018,2018/2019,Salta,La Viña,100,100,680,6.8,1.0
maiz,2018,2018/2019,Jujuy,Ledesma,70,70,350,5.0,1.0
maiz,2018,2018/2019,Jujuy,El Carmen,720,504,2520,5.0,0.7
maiz,2018,2018/2019,La Pampa,Guatraché,18100,1300,3770,2.9,0.072
maiz,2018,2018/2019,Jujuy,Palpalá,120,120,600,5.0,1.0
maiz,2018,2018/2019,La Pampa,Conhelo,42000,5120,39578,7.73,0.122
maiz,2018,2018/2019,Jujuy,San Pedro,2050,1438,7190,5.0,0.701
maiz,2018,2018/2019,Jujuy,San Antonio,660,456,2280,5.0,0.691
maiz,2018,2018/2019,La Pampa,Chapaleufú,56000,42730,397389,9.3,0.763
maiz,2018,2018/2019,La Pampa,Atreucó,36150,23490,131544,5.6,0.65
maiz,2018,2018/2019,Jujuy,Santa Bárbara,1554,1086,5430,5.0,0.699
maiz,2018,2018/2019,La Pampa,Catriló,38900,33740,199066,5.9,0.867
maiz,2018,2018/2019,La Pampa,Capital,27700,11416,59363,5.2,0.412
maiz,2018,2018/2019,Misiones,General Manuel Belgrano,4700,4700,24440,5.2,1.0
maiz,2018,2018/2019,La Pampa,Trenel,39000,14380,110726,7.7,0.369
maiz,2018,2018/2019,La Pampa,Hucal,4500,700,2030,2.9,0.156
maiz,2018,2018/2019,Misiones,Guaraní,10000,9800,49980,5.1,0.98
maiz,2018,2018/2019,La Pampa,Toay,5000,920,2944,3.2,0.184
maiz,2018,2018/2019,La Pampa,Quemú Quemú,53000,24270,218430,9.0,0.458
maiz,2018,2018/2019,La Pampa,Maracó,53000,28940,266248,9.2,0.546
maiz,2018,2018/2019,La Pampa,Realicó,48000,27850,250650,9.0,0.58
maiz,2018,2018/2019,La Pampa,Rancul,59000,32700,294300,9.0,0.554
maiz,2018,2018/2019,Misiones,Apóstoles,500,100,480,4.8,0.2
maiz,2018,2018/2019,Misiones,Eldorado,100,50,245,4.9,0.5
maiz,2018,2018/2019,Misiones,25 de Mayo,4900,4780,23900,5.0,0.976
maiz,2018,2018/2019,La Pampa,Utracán,6900,1150,2760,2.4,0.167
maiz,2018,2018/2019,Misiones,Cainguás,2700,2700,12960,4.8,1.0
maiz,2018,2018/2019,Misiones,Concepción,50,30,144,4.8,0.6
maiz,2018,2018/2019,Misiones,Capital,200,100,480,4.8,0.5
maiz,2018,2018/2019,Misiones,Candelaria,2700,2700,12960,4.8,1.0
maiz,2018,2018/2019,Santa Fe,General Obligado,37000,29000,110200,3.8,0.784
maiz,2018,2018/2019,Salta,La Candelaria,2050,2050,13940,6.8,1.0
maiz,2018,2018/2019,Misiones,Montecarlo,50,20,100,5.0,0.4
maiz,2018,2018/2019,Misiones,Libertador General San Martín,300,200,1000,5.0,0.667
maiz,2018,2018/2019,Salta,General Güemes,4250,4250,29750,7.0,1.0
maiz,2018,2018/2019,Misiones,Leandro N. Alem,700,700,3220,4.6,1.0
maiz,2018,2018/2019,Misiones,Iguazú,400,400,1960,4.9,1.0
maiz,2018,2018/2019,Misiones,San Pedro,2700,2700,13500,5.0,1.0
maiz,2018,2018/2019,Salta,Chicoana,790,790,5372,6.8,1.0
maiz,2018,2018/2019,Misiones,San Javier,600,600,2760,4.6,1.0
maiz,2018,2018/2019,Misiones,Oberá,700,700,3220,4.6,1.0
maiz,2018,2018/2019,Misiones,San Ignacio,100,100,460,4.6,1.0
maiz,2018,2018/2019,Salta,Anta,147260,136910,930988,6.8,0.93
maiz,2018,2018/2019,Salta,Cerrillos,1450,1450,10150,7.0,1.0
maiz,2018,2018/2019,Salta,Capital,1150,1150,8050,7.0,1.0
maiz,2018,2018/2019,Salta,Cachi,70,70,336,4.8,1.0
maiz,2018,2018/2019,Salta,General José de San Martín,40284,37034,251831,6.8,0.919
maiz,2018,2018/2019,San Luis,Juan Martín de Pueyrredón,20000,17000,93500,5.5,0.85
maiz,2018,2018/2019,Salta,La Caldera,100,100,680,6.8,1.0
maiz,2018,2018/2019,Santa Fe,General López,210000,195000,2106000,10.8,0.929
maiz,2018,2018/2019,San Luis,Ayacucho,4000,3300,41250,12.5,0.825
maiz,2018,2018/2019,San Luis,Gobernador Dupuy,37000,30000,165000,5.5,0.811
maiz,2018,2018/2019,San Luis,General Pedernera,240000,213500,1110200,5.2,0.89
maiz,2018,2018/2019,San Luis,Chacabuco,32000,26200,141480,5.4,0.819
maiz,2018,2018/2019,Santa Fe,9 de Julio,35000,5000,27500,5.5,0.143
maiz,2018,2018/2019,Santa Fe,Garay,1000,600,4860,8.1,0.6
maiz,2018,2018/2019,San Luis,Libertador General San Martín,1000,800,3920,4.9,0.8
maiz,2018,2018/2019,San Luis,Junín,800,700,4550,6.5,0.875
maiz,2018,2018/2019,Santa Fe,Belgrano,44000,41000,373100,9.1,0.932
maiz,2018,2018/2019,Santa Fe,Villa Constitución,30000,30000,291000,9.7,1.0
maiz,2018,2018/2019,Santa Fe,Castellanos,103400,41600,341120,8.2,0.402
maiz,2018,2018/2019,Santa Fe,Caseros,40000,40000,388000,9.7,1.0
maiz,2018,2018/2019,Santiago del Estero,San Martín,2000,2000,13400,6.7,1.0
maiz,2018,2018/2019,Santiago del Estero,Alberdi,80000,76450,496925,6.5,0.956
maiz,2018,2018/2019,Santiago del Estero,Aguirre,22000,19840,123008,6.2,0.902
maiz,2018,2018/2019,Santa Fe,San Javier,6000,2000,9000,4.5,0.333
maiz,2018,2018/2019,Santa Fe,San Cristóbal,60000,12400,86800,7.0,0.207
maiz,2018,2018/2019,Santa Fe,Las Colonias,88500,35300,275340,7.8,0.399
maiz,2018,2018/2019,Santa Fe,Rosario,17000,17000,164900,9.7,1.0
maiz,2018,2018/2019,Santa Fe,Vera,15000,8500,46750,5.5,0.567
maiz,2018,2018/2019,Santa Fe,San Justo,18000,10800,79920,7.4,0.6
maiz,2018,2018/2019,Santa Fe,San Jerónimo,36500,26500,225250,8.5,0.726
maiz,2018,2018/2019,Santa Fe,San Martín,92500,76500,657900,8.6,0.827
maiz,2018,2018/2019,Santa Fe,San Lorenzo,22000,22000,213400,9.7,1.0
maiz,2018,2018/2019,Santiago del Estero,Robles,3500,3500,24150,6.9,1.0
maiz,2018,2018/2019,Santiago del Estero,Banda,3500,3500,24500,7.0,1.0
maiz,2018,2018/2019,Santiago del Estero,Avellaneda,2500,2270,15209,6.7,0.908
maiz,2018,2018/2019,Santiago del Estero,General Taboada,100000,71490,464685,6.5,0.715
maiz,2018,2018/2019,Santiago del Estero,Figueroa,2000,2000,11000,5.5,1.0
maiz,2018,2018/2019,Santiago del Estero,Capital,3500,3100,21700,7.0,0.886
maiz,2018,2018/2019,Santiago del Estero,Belgrano,50000,32920,213980,6.5,0.658
maiz,2018,2018/2019,Santiago del Estero,Copo,9000,8760,56940,6.5,0.973
maiz,2018,2018/2019,Santiago del Estero,Choya,5000,5000,33500,6.7,1.0
maiz,2018,2018/2019,Santiago del Estero,Juan F. Ibarra,63000,58860,400248,6.8,0.934
maiz,2018,2018/2019,Santiago del Estero,Rivadavia,23000,19780,130548,6.6,0.86
maiz,2018,2018/2019,Santiago del Estero,Jiménez,55000,51500,386250,7.5,0.936
maiz,2018,2018/2019,Santiago del Estero,Guasayán,7000,7000,45500,6.5,1.0
maiz,2018,2018/2019,Santiago del Estero,Río Hondo,8000,7000,48300,6.9,0.875
maiz,2018,2018/2019,Santiago del Estero,Mitre,10000,10000,70000,7.0,1.0
maiz,2018,2018/2019,Santiago del Estero,Loreto,2500,2500,16250,6.5,1.0
maiz,2018,2018/2019,Santiago del Estero,Pellegrini,50000,47000,338400,7.2,0.94
maiz,2018,2018/2019,Santiago del Estero,Moreno,240000,220500,1433250,6.5,0.919
maiz,2018,2018/2019,Tucumán,Graneros,13900,13650,99645,7.3,0.982
maiz,2018,2018/2019,Tucumán,Cruz Alta,10500,10300,76220,7.4,0.981
maiz,2018,2018/2019,Tucumán,Burruyacú,41900,41000,299300,7.3,0.979
maiz,2018,2018/2019,Santiago del Estero,Sarmiento,2900,2780,17236,6.2,0.959
maiz,2018,2018/2019,Santiago del Estero,Silípica,3500,3000,21000,7.0,0.857
maiz,2018,2018/2019,Tucumán,Simoca,500,380,2736,7.2,0.76
maiz,2018,2018/2019,Tucumán,Leales,17500,16700,123580,7.4,0.954
maiz,2018,2018/2019,Tucumán,La Cocha,6000,5350,40125,7.5,0.892
maiz,2018,2018/2019,Tucumán,Trancas,700,400,3120,7.8,0.571
maiz,2019,2019/2020,Chaco,25 de Mayo,700,560,1848,3.3,0.8
maiz,2019,2019/2020,Chaco,2 de Abril,20305,16055,98111,6.111,0.791
maiz,2019,2019/2020,Santiago del Estero,Capital,4000,3800,26714,7.03,0.95
maiz,2019,2019/2020,Chaco,9 de Julio,31088,27978,173642,6.206,0.9
maiz,2019,2019/2020,Buenos Aires,San Nicolás,5054,4454,39641,8.9,0.881
maiz,2019,2019/2020,Buenos Aires,San Cayetano,20000,17500,101500,5.8,0.875
maiz,2019,2019/2020,Buenos Aires,Chacabuco,40000,36800,356960,9.7,0.92
maiz,2019,2019/2020,Buenos Aires,San Antonio de Areco,9624,8724,75026,8.6,0.906
maiz,2019,2019/2020,Buenos Aires,Castelli,12000,5700,41040,7.2,0.475
maiz,2019,2019/2020,Buenos Aires,Alberti,27500,24800,207080,8.35,0.902
maiz,2019,2019/2020,Buenos Aires,Adolfo Gonzales Chaves,20000,16000,92800,5.8,0.8
maiz,2019,2019/2020,Buenos Aires,Adolfo Alsina,49000,20300,125860,6.2,0.414
maiz,2019,2019/2020,Buenos Aires,9 de Julio,44500,40050,334418,8.35,0.9
maiz,2019,2019/2020,Buenos Aires,25 de Mayo,63388,47330,383373,8.1,0.747
maiz,2019,2019/2020,Buenos Aires,Carmen de Areco,16000,15150,133320,8.8,0.947
maiz,2019,2019/2020,Buenos Aires,Benito Juárez,30500,20800,124800,6.0,0.682
maiz,2019,2019/2020,Buenos Aires,Arrecifes,19252,18252,153317,8.4,0.948
maiz,2019,2019/2020,Buenos Aires,Baradero,20194,19414,166960,8.6,0.961
maiz,2019,2019/2020,Buenos Aires,Azul,48500,33900,277980,8.2,0.699
maiz,2019,2019/2020,Buenos Aires,Ayacucho,26000,18800,131600,7.0,0.723
maiz,2019,2019/2020,Buenos Aires,Balcarce,47000,35300,275340,7.8,0.751
maiz,2019,2019/2020,Buenos Aires,Brandsen,1600,600,4800,8.0,0.375
maiz,2019,2019/2020,Buenos Aires,Carlos Tejedor,45842,40720,350192,8.6,0.888
maiz,2019,2019/2020,Buenos Aires,Bragado,38000,34200,285570,8.35,0.9
maiz,2019,2019/2020,Buenos Aires,Bolívar,48800,40800,310080,7.6,0.836
maiz,2019,2019/2020,Buenos Aires,Campana,3000,3000,25200,8.4,1.0
maiz,2019,2019/2020,Buenos Aires,Carlos Casares,50997,35237,317133,9.0,0.691
maiz,2019,2019/2020,Buenos Aires,Capitán Sarmiento,10091,9741,76954,7.9,0.965
maiz,2019,2019/2020,Buenos Aires,Cañuelas,2400,1600,12800,8.0,0.667
maiz,2019,2019/2020,Buenos Aires,San Andrés de Giles,20000,17950,168730,9.4,0.898
maiz,2019,2019/2020,Buenos Aires,La Plata,400,240,1920,8.0,0.6
maiz,2019,2019/2020,Buenos Aires,Chivilcoy,32000,28900,241315,8.35,0.903
maiz,2019,2019/2020,Buenos Aires,Chascomús,16000,10510,84080,8.0,0.657
maiz,2019,2019/2020,Buenos Aires,General Alvarado,17500,15700,141300,9.0,0.897
maiz,2019,2019/2020,Buenos Aires,Colón,17865,16965,156078,9.2,0.95
maiz,2019,2019/2020,Buenos Aires,Florentino Ameghino,22000,17190,164165,9.55,0.781
maiz,2019,2019/2020,Buenos Aires,Coronel Pringles,15000,10000,58000,5.8,0.667
maiz,2019,2019/2020,Buenos Aires,Coronel Dorrego,16000,11000,66000,6.0,0.688
maiz,2019,2019/2020,Buenos Aires,Coronel de Marina Leonardo Rosales,3500,500,1400,2.8,0.143
maiz,2019,2019/2020,Buenos Aires,Coronel Suárez,39000,29824,223676,7.5,0.765
maiz,2019,2019/2020,Buenos Aires,Exaltación de la Cruz,3000,3000,25800,8.6,1.0
maiz,2019,2019/2020,Buenos Aires,Dolores,2800,950,6175,6.5,0.339
maiz,2019,2019/2020,Buenos Aires,Daireaux,39700,31700,240920,7.6,0.798
maiz,2019,2019/2020,Buenos Aires,General Lavalle,1000,200,1400,7.0,0.2
maiz,2019,2019/2020,Buenos Aires,General Arenales,30000,27450,271755,9.9,0.915
maiz,2019,2019/2020,Buenos Aires,General Alvear,10000,6000,45600,7.6,0.6
maiz,2019,2019/2020,Buenos Aires,Junín,39000,35950,355905,9.9,0.922
maiz,2019,2019/2020,Buenos Aires,General Las Heras,1800,300,2400,8.0,0.167
maiz,2019,2019/2020,Buenos Aires,General Guido,5800,3500,24500,7.0,0.603
maiz,2019,2019/2020,Buenos Aires,General Belgrano,20000,14955,110667,7.4,0.748
maiz,2019,2019/2020,Buenos Aires,General La Madrid,29000,18850,94250,5.0,0.65
maiz,2019,2019/2020,Buenos Aires,General Juan Madariaga,17800,12100,99220,8.2,0.68
maiz,2019,2019/2020,Buenos Aires,General Pueyrredón,10500,9300,79050,8.5,0.886
maiz,2019,2019/2020,Buenos Aires,Hipólito Yrigoyen,30300,24300,184680,7.6,0.802
maiz,2019,2019/2020,Buenos Aires,General Pinto,32000,26340,255385,9.696,0.823
maiz,2019,2019/2020,Buenos Aires,General Paz,6300,5100,40800,8.0,0.81
maiz,2019,2019/2020,Buenos Aires,General Rodríguez,1000,150,1200,8.0,0.15
maiz,2019,2019/2020,Buenos Aires,Guaminí,42000,16300,105950,6.5,0.388
maiz,2019,2019/2020,Buenos Aires,General Villegas,104000,95480,754292,7.9,0.918
maiz,2019,2019/2020,Buenos Aires,General Viamonte,29000,24455,232323,9.5,0.843
maiz,2019,2019/2020,Buenos Aires,Salto,28494,26794,249184,9.3,0.94
maiz,2019,2019/2020,Buenos Aires,Olavarría,28700,22700,172520,7.6,0.791
maiz,2019,2019/2020,Buenos Aires,Lobos,14962,11182,90574,8.1,0.747
maiz,2019,2019/2020,Buenos Aires,Laprida,14000,12000,69600,5.8,0.857
maiz,2019,2019/2020,Buenos Aires,Lobería,40000,28000,246400,8.8,0.7
maiz,2019,2019/2020,Buenos Aires,Lincoln,72000,61140,544146,8.9,0.849
maiz,2019,2019/2020,Buenos Aires,Las Flores,15834,11840,86432,7.3,0.748
maiz,2019,2019/2020,Buenos Aires,Leandro N. Alem,23000,18985,185104,9.75,0.825
maiz,2019,2019/2020,Buenos Aires,Mar Chiquita,21200,14940,119520,8.0,0.705
maiz,2019,2019/2020,Buenos Aires,Necochea,50000,45000,274500,6.1,0.9
maiz,2019,2019/2020,Buenos Aires,Maipú,8000,6400,49920,7.8,0.8
maiz,2019,2019/2020,Buenos Aires,Luján,5400,1900,15200,8.0,0.352
maiz,2019,2019/2020,Buenos Aires,Magdalena,2880,980,7840,8.0,0.34
maiz,2019,2019/2020,Buenos Aires,Marcos Paz,2150,450,3600,8.0,0.209
maiz,2019,2019/2020,Buenos Aires,Navarro,10342,7722,61004,7.9,0.747
maiz,2019,2019/2020,Buenos Aires,Monte,15365,11473,86621,7.55,0.747
maiz,2019,2019/2020,Buenos Aires,Mercedes,8500,7700,64295,8.35,0.906
maiz,2019,2019/2020,Buenos Aires,Salliqueló,17500,6800,48960,7.2,0.389
maiz,2019,2019/2020,Buenos Aires,Puán,19000,9880,29640,3.0,0.52
maiz,2019,2019/2020,Buenos Aires,Patagones,6600,4600,36800,8.0,0.697
maiz,2019,2019/2020,Buenos Aires,Pilar,450,200,1600,8.0,0.444
maiz,2019,2019/2020,Buenos Aires,Pellegrini,32000,14300,108680,7.6,0.447
maiz,2019,2019/2020,Buenos Aires,Pehuajó,76445,70945,624316,8.8,0.928
maiz,2019,2019/2020,Buenos Aires,Pila,10400,5740,41328,7.2,0.552
maiz,2019,2019/2020,Buenos Aires,Pergamino,43246,41246,379463,9.2,0.954
maiz,2019,2019/2020,Buenos Aires,Rauch,14200,11570,80990,7.0,0.815
maiz,2019,2019/2020,Buenos Aires,Ramallo,11909,11109,96648,8.7,0.933
maiz,2019,2019/2020,Buenos Aires,Punta Indio,350,100,800,8.0,0.286
maiz,2019,2019/2020,Buenos Aires,Saladillo,37813,28234,223049,7.9,0.747
maiz,2019,2019/2020,Buenos Aires,Rivadavia,97631,73362,674930,9.2,0.751
maiz,2019,2019/2020,Buenos Aires,Saavedra,15000,8550,25650,3.0,0.57
maiz,2019,2019/2020,Buenos Aires,Roque Pérez,13342,9963,75719,7.6,0.747
maiz,2019,2019/2020,Buenos Aires,Rojas,41500,38250,378675,9.9,0.922
maiz,2019,2019/2020,Chaco,Libertador General San Martín,3000,2380,10234,4.3,0.793
maiz,2019,2019/2020,Buenos Aires,Suipacha,10000,9000,75150,8.35,0.9
maiz,2019,2019/2020,Misiones,Iguazú,500,500,2450,4.9,1.0
maiz,2019,2019/2020,Buenos Aires,Trenque Lauquen,137599,99824,858486,8.6,0.725
maiz,2019,2019/2020,Buenos Aires,San Pedro,11089,10189,86607,8.5,0.919
maiz,2019,2019/2020,Buenos Aires,San Vicente,700,400,3200,8.0,0.571
maiz,2019,2019/2020,Chaco,Independencia,30000,24290,136024,5.6,0.81
maiz,2019,2019/2020,Buenos Aires,Zárate,2500,2500,21750,8.7,1.0
maiz,2019,2019/2020,Buenos Aires,Tres Arroyos,70000,62000,365800,5.9,0.886
maiz,2019,2019/2020,Buenos Aires,Tornquist,8000,2667,8000,3.0,0.333
maiz,2019,2019/2020,Buenos Aires,Tapalqué,2500,2500,19000,7.6,1.0
maiz,2019,2019/2020,Buenos Aires,Villarino,5412,2912,23296,8.0,0.538
maiz,2019,2019/2020,Buenos Aires,Tandil,43000,31000,248000,8.0,0.721
maiz,2019,2019/2020,Buenos Aires,Tres Lomas,26000,11800,89680,7.6,0.454
maiz,2019,2019/2020,Chaco,12 de Octubre,27102,19967,120110,6.015,0.737
maiz,2019,2019/2020,Corrientes,Capital,700,500,3150,6.3,0.714
maiz,2019,2019/2020,Chaco,General Güemes,13000,10610,54111,5.1,0.816
maiz,2019,2019/2020,Catamarca,Santa Rosa,15900,14800,90576,6.12,0.931
maiz,2019,2019/2020,Catamarca,El Alto,300,150,750,5.0,0.5
maiz,2019,2019/2020,Chaco,General Belgrano,11924,9502,58973,6.206,0.797
maiz,2019,2019/2020,Chaco,Chacabuco,19299,15269,94765,6.206,0.791
maiz,2019,2019/2020,Chaco,Almirante Brown,85000,70600,395360,5.6,0.831
maiz,2019,2019/2020,Chaco,Fray Justo Santa María de Oro,2445,1875,10026,5.347,0.767
maiz,2019,2019/2020,Chaco,Comandante Fernández,6000,4720,25016,5.3,0.787
maiz,2019,2019/2020,Córdoba,Juárez Celman,198500,169500,1152600,6.8,0.854
maiz,2019,2019/2020,Santiago del Estero,Aguirre,22000,20115,146236,7.27,0.914
maiz,2019,2019/2020,Chaco,Quitilipi,1900,1500,7950,5.3,0.789
maiz,2019,2019/2020,Chaco,Presidencia de la Plaza,300,189,435,2.302,0.63
maiz,2019,2019/2020,Chaco,O'Higgins,2651,2094,13596,6.493,0.79
maiz,2019,2019/2020,Chaco,Maipú,15000,12420,63342,5.1,0.828
maiz,2019,2019/2020,Chaco,Mayor Luis J. Fontana,6245,4345,26967,6.206,0.696
maiz,2019,2019/2020,Córdoba,Calamuchita,31500,28800,187200,6.5,0.914
maiz,2019,2019/2020,Córdoba,Ischilín,5182,5182,40420,7.8,1.0
maiz,2019,2019/2020,Chaco,Sargento Cabral,1100,900,5130,5.7,0.818
maiz,2019,2019/2020,Chaco,San Fernando,1563,1212,6828,5.634,0.775
maiz,2019,2019/2020,Chaco,San Lorenzo,980,770,4264,5.538,0.786
maiz,2019,2019/2020,Córdoba,Capital,1300,1300,10400,8.0,1.0
maiz,2019,2019/2020,Córdoba,General San Martín,141000,78000,663000,8.5,0.553
maiz,2019,2019/2020,Córdoba,General Roca,293475,270411,1892877,7.0,0.921
maiz,2019,2019/2020,Córdoba,Colón,43567,43412,377684,8.7,0.996
maiz,2019,2019/2020,Corrientes,Berón de Astrada,400,300,1890,6.3,0.75
maiz,2019,2019/2020,Córdoba,Río Segundo,131000,109000,926500,8.5,0.832
maiz,2019,2019/2020,Córdoba,Marcos Juárez,195430,181030,1755991,9.7,0.926
maiz,2019,2019/2020,Córdoba,Río Seco,72076,72076,583816,8.1,1.0
maiz,2019,2019/2020,Córdoba,Presidente Roque Sáenz Peña,125775,114404,858030,7.5,0.91
maiz,2019,2019/2020,Córdoba,Pocho,3500,3500,21000,6.0,1.0
maiz,2019,2019/2020,Córdoba,Río Primero,180719,120719,1050255,8.7,0.668
maiz,2019,2019/2020,Córdoba,Río Cuarto,543000,485900,2915400,6.0,0.895
maiz,2019,2019/2020,Córdoba,San Justo,310468,191468,1627478,8.5,0.617
maiz,2019,2019/2020,Corrientes,Bella Vista,600,500,3150,6.3,0.833
maiz,2019,2019/2020,Córdoba,Unión,245122,210672,1959250,9.3,0.859
maiz,2019,2019/2020,Córdoba,San Javier,3000,3000,27000,9.0,1.0
maiz,2019,2019/2020,Córdoba,San Alberto,1950,1950,11700,6.0,1.0
maiz,2019,2019/2020,Córdoba,Santa María,68000,68000,612000,9.0,1.0
maiz,2019,2019/2020,Córdoba,Tulumba,68827,68586,576122,8.4,0.996
maiz,2019,2019/2020,Córdoba,Totoral,85882,85017,705641,8.3,0.99
maiz,2019,2019/2020,Córdoba,Tercero Arriba,175300,155300,1242400,8.0,0.886
maiz,2019,2019/2020,Misiones,Guaraní,11000,10800,54000,5.0,0.982
maiz,2019,2019/2020,Corrientes,Curuzu Cuatia,800,700,4410,6.3,0.875
maiz,2019,2019/2020,Entre Ríos,Uruguay,41000,36100,234650,6.5,0.88
maiz,2019,2019/2020,Corrientes,Concepción,500,500,3150,6.3,1.0
maiz,2019,2019/2020,Corrientes,San Martín,800,800,5040,6.3,1.0
maiz,2019,2019/2020,Corrientes,Empedrado,300,300,1890,6.3,1.0
maiz,2019,2019/2020,Corrientes,San Luis del Palmar,1200,910,5733,6.3,0.758
maiz,2019,2019/2020,Corrientes,Itatí,209,209,1317,6.301,1.0
maiz,2019,2019/2020,Corrientes,Goya,500,500,3150,6.3,1.0
maiz,2019,2019/2020,Corrientes,Esquina,500,500,3150,6.3,1.0
maiz,2019,2019/2020,Corrientes,Saladas,600,500,3150,6.3,0.833
maiz,2019,2019/2020,Corrientes,Lavalle,900,900,5670,6.3,1.0
maiz,2019,2019/2020,Corrientes,Ituzaingó,700,700,4410,6.3,1.0
maiz,2019,2019/2020,Corrientes,Paso de los Libres,400,400,2520,6.3,1.0
maiz,2019,2019/2020,Corrientes,Mercedes,700,700,4410,6.3,1.0
maiz,2019,2019/2020,Entre Ríos,Federación,3000,2490,15563,6.25,0.83
maiz,2019,2019/2020,Corrientes,San Roque,450,450,2835,6.3,1.0
maiz,2019,2019/2020,Corrientes,San Miguel,1140,931,5865,6.3,0.817
maiz,2019,2019/2020,Entre Ríos,Tala,27000,23850,150255,6.3,0.883
maiz,2019,2019/2020,Entre Ríos,Diamante,33000,28500,215175,7.55,0.864
maiz,2019,2019/2020,Corrientes,Sauce,355,355,2237,6.301,1.0
maiz,2019,2019/2020,Corrientes,Santo Tomé,345,345,2174,6.301,1.0
maiz,2019,2019/2020,Entre Ríos,Concordia,4500,3850,26373,6.85,0.856
maiz,2019,2019/2020,Entre Ríos,Colón,9000,7200,46080,6.4,0.8
maiz,2019,2019/2020,Entre Ríos,Gualeguay,43000,37000,271950,7.35,0.86
maiz,2019,2019/2020,Entre Ríos,San Salvador,5500,4950,28463,5.75,0.9
maiz,2019,2019/2020,Entre Ríos,Feliciano,3300,2700,15525,5.75,0.818
maiz,2019,2019/2020,Entre Ríos,Federal,8000,6680,43086,6.45,0.835
maiz,2019,2019/2020,Entre Ríos,Gualeguaychú,85000,75600,521640,6.9,0.889
maiz,2019,2019/2020,Entre Ríos,Paraná,55500,45500,334425,7.35,0.82
maiz,2019,2019/2020,Entre Ríos,Nogoyá,49000,43350,296948,6.85,0.885
maiz,2019,2019/2020,Entre Ríos,La Paz,41000,32800,214840,6.55,0.8
maiz,2019,2019/2020,La Pampa,Conhelo,43100,25822,214542,8.309,0.599
maiz,2019,2019/2020,Misiones,General Manuel Belgrano,4900,4900,26460,5.4,1.0
maiz,2019,2019/2020,Jujuy,El Carmen,720,720,4320,6.0,1.0
maiz,2019,2019/2020,Jujuy,Dr. Manuel Belgrano,70,70,420,6.0,1.0
maiz,2019,2019/2020,Formosa,sin definir,45000,13700,61650,4.5,0.304
maiz,2019,2019/2020,Entre Ríos,Victoria,41000,35800,257760,7.2,0.873
maiz,2019,2019/2020,Entre Ríos,Villaguay,39500,35000,199500,5.7,0.886
maiz,2019,2019/2020,Jujuy,San Pedro,2050,1800,10800,6.0,0.878
maiz,2019,2019/2020,La Pampa,Chapaleufú,64000,37780,351918,9.315,0.59
maiz,2019,2019/2020,Jujuy,San Antonio,660,660,3960,6.0,1.0
maiz,2019,2019/2020,Jujuy,Ledesma,70,70,420,6.0,1.0
maiz,2019,2019/2020,Jujuy,Palpalá,120,120,720,6.0,1.0
maiz,2019,2019/2020,Jujuy,Santa Bárbara,1554,1304,7824,6.0,0.839
maiz,2019,2019/2020,La Pampa,Catriló,47300,33700,205570,6.1,0.712
maiz,2019,2019/2020,La Pampa,Capital,26100,8500,45900,5.4,0.326
maiz,2019,2019/2020,La Pampa,Atreucó,37900,17600,103840,5.9,0.464
maiz,2019,2019/2020,La Pampa,Guatraché,17700,3700,11470,3.1,0.209
maiz,2019,2019/2020,La Pampa,Toay,13300,3780,11718,3.1,0.284
