cultivo,anio,campania,provincia,departamento,superficie_sembrada_ha,superficie_cosechada_ha,produccion_tn,rendimiento_tn_ha,tasa_cosecha
trigo,2019,2019/2020,Buenos Aires,General Belgrano,3120,2995,10101,3.373,0.96
trigo,2019,2019/2020,La Pampa,Rancul,8700,8700,13050,1.5,1.0
trigo,2019,2019/2020,Jujuy,Ledesma,50,50,70,1.4,1.0
trigo,2019,2019/2020,Jujuy,Palpalá,120,120,168,1.4,1.0
trigo,2019,2019/2020,Buenos Aires,Pehuajó,46700,45800,123660,2.7,0.981
trigo,2019,2019/2020,Buenos Aires,Azul,52000,52000,177120,3.406,1.0
trigo,2019,2019/2020,Buenos Aires,Trenque Lauquen,42000,40800,106080,2.6,0.971
trigo,2019,2019/2020,Catamarca,Santa Rosa,27000,26150,31380,1.2,0.969
trigo,2019,2019/2020,Buenos Aires,Bahía Blanca,10750,10148,13192,1.3,0.944
trigo,2019,2019/2020,Corrientes,Curuzu Cuatia,1500,1000,2000,2.0,0.667
trigo,2019,2019/2020,Buenos Aires,Balcarce,41000,41000,168450,4.109,1.0
trigo,2019,2019/2020,Santiago del Estero,Loreto,1000,1000,2000,2.0,1.0
trigo,2019,2019/2020,San Luis,Chacabuco,600,250,600,2.4,0.417
trigo,2019,2019/2020,Tucumán,Graneros,13800,13210,13190,0.998,0.957
trigo,2019,2019/2020,Santa Fe,General Obligado,38500,38500,88550,2.3,1.0
trigo,2019,2019/2020,Tucumán,Simoca,350,350,420,1.2,1.0
trigo,2019,2019/2020,Tucumán,Juan Bautista Alberdi,400,400,520,1.3,1.0
trigo,2019,2019/2020,Santiago del Estero,Rivadavia,32200,32200,99820,3.1,1.0
trigo,2019,2019/2020,Santiago del Estero,Guasayán,1500,1500,2700,1.8,1.0
trigo,2019,2019/2020,Córdoba,Río Primero,110000,100616,291786,2.9,0.915
trigo,2019,2019/2020,Buenos Aires,Coronel Dorrego,128000,123000,346600,2.818,0.961
trigo,2019,2019/2020,Buenos Aires,Daireaux,29000,29000,87000,3.0,1.0
trigo,2019,2019/2020,Santiago del Estero,Belgrano,75500,75500,211400,2.8,1.0
trigo,2019,2019/2020,Entre Ríos,San Salvador,4500,4500,9000,2.0,1.0
trigo,2019,2019/2020,Chaco,Mayor Luis J. Fontana,13810,13755,23384,1.7,0.996
trigo,2019,2019/2020,Chaco,Independencia,13000,12905,25810,2.0,0.993
trigo,2019,2019/2020,Córdoba,Río Segundo,135000,133500,387150,2.9,0.989
trigo,2019,2019/2020,Córdoba,Santa María,8000,6100,13420,2.2,0.762
trigo,2019,2019/2020,Buenos Aires,Baradero,12500,12500,50000,4.0,1.0
trigo,2019,2019/2020,Córdoba,General San Martín,100000,96500,279850,2.9,0.965
trigo,2019,2019/2020,San Luis,Coronel Pringles,600,350,735,2.1,0.583
trigo,2019,2019/2020,San Luis,Ayacucho,3000,3000,12700,4.233,1.0
trigo,2019,2019/2020,San Luis,General Pedernera,4500,3500,4900,1.4,0.778
trigo,2019,2019/2020,La Pampa,Guatraché,54000,37800,34020,0.9,0.7
trigo,2019,2019/2020,Salta,Chicoana,500,500,1100,2.2,1.0
trigo,2019,2019/2020,Salta,La Candelaria,270,270,270,1.0,1.0
trigo,2019,2019/2020,Tucumán,Lules,200,200,260,1.3,1.0
trigo,2019,2019/2020,Tucumán,Burruyacú,39000,37850,37850,1.0,0.971
trigo,2019,2019/2020,Córdoba,San Justo,290000,263608,764463,2.9,0.909
trigo,2019,2019/2020,Entre Ríos,Concordia,5500,5500,14300,2.6,1.0
trigo,2019,2019/2020,Buenos Aires,San Nicolás,7500,7500,30750,4.1,1.0
trigo,2019,2019/2020,Buenos Aires,General Viamonte,27000,26172,94219,3.6,0.969
trigo,2019,2019/2020,Buenos Aires,Castelli,1500,1500,6000,4.0,1.0
trigo,2019,2019/2020,Buenos Aires,General Alvarado,23000,23000,105800,4.6,1.0
trigo,2019,2019/2020,Tucumán,Cruz Alta,13700,13050,14305,1.096,0.953
trigo,2019,2019/2020,La Pampa,Chapaleufú,19400,19400,48500,2.5,1.0
trigo,2019,2019/2020,Santiago del Estero,Pellegrini,25000,25000,60000,2.4,1.0
trigo,2019,2019/2020,Santa Fe,San Justo,44000,44000,123200,2.8,1.0
trigo,2019,2019/2020,Santa Fe,Belgrano,55000,55000,203500,3.7,1.0
trigo,2019,2019/2020,Santa Fe,Rosario,36900,36900,136530,3.7,1.0
trigo,2019,2019/2020,La Pampa,Toay,24000,18000,14400,0.8,0.75
trigo,2019,2019/2020,Salta,Capital,700,700,1400,2.0,1.0
trigo,2019,2019/2020,Buenos Aires,General Villegas,92000,90052,315182,3.5,0.979
trigo,2019,2019/2020,Buenos Aires,Las Flores,2825,2712,9143,3.371,0.96
trigo,2019,2019/2020,Buenos Aires,Salliqueló,4100,3800,9490,2.497,0.927
trigo,2019,2019/2020,Buenos Aires,Tandil,49000,49000,201000,4.102,1.0
trigo,2019,2019/2020,Buenos Aires,Mar Chiquita,4000,4000,19200,4.8,1.0
trigo,2019,2019/2020,Buenos Aires,Navarro,5100,4998,17374,3.476,0.98
trigo,2019,2019/2020,Buenos Aires,25 de Mayo,42080,41238,152962,3.709,0.98
trigo,2019,2019/2020,Buenos Aires,General Juan Madariaga,5000,4850,24250,5.0,0.97
trigo,2019,2019/2020,Buenos Aires,Carlos Casares,24000,24000,79200,3.3,1.0
trigo,2019,2019/2020,Buenos Aires,Capitán Sarmiento,6000,6000,24600,4.1,1.0
trigo,2019,2019/2020,Tucumán,Tafí Viejo,100,100,120,1.2,1.0
trigo,2019,2019/2020,Buenos Aires,Coronel de Marina Leonardo Rosales,12250,11573,20831,1.8,0.945
trigo,2019,2019/2020,Buenos Aires,Coronel Suárez,102000,88000,166400,1.891,0.863
trigo,2019,2019/2020,Buenos Aires,Puán,52900,48900,92710,1.896,0.924
trigo,2019,2019/2020,Buenos Aires,Salto,35300,33718,144987,4.3,0.955
trigo,2019,2019/2020,Chaco,Fray Justo Santa María de Oro,5250,5250,7875,1.5,1.0
trigo,2019,2019/2020,Córdoba,Ischilín,1796,1501,4353,2.9,0.836
trigo,2019,2019/2020,Tucumán,Famaillá,200,200,260,1.3,1.0
trigo,2019,2019/2020,La Pampa,Conhelo,40000,35900,50260,1.4,0.898
trigo,2019,2019/2020,Entre Ríos,Villaguay,27000,27000,56700,2.1,1.0
trigo,2019,2019/2020,Salta,Orán,3600,3600,2880,0.8,1.0
trigo,2019,2019/2020,La Pampa,Trenel,17700,17700,21240,1.2,1.0
trigo,2019,2019/2020,Salta,Cerrillos,300,300,600,2.0,1.0
trigo,2019,2019/2020,Santiago del Estero,Silípica,1500,1500,3600,2.4,1.0
trigo,2019,2019/2020,Santa Fe,Caseros,49200,49200,191880,3.9,1.0
trigo,2019,2019/2020,Santiago del Estero,Mitre,3000,3000,6000,2.0,1.0
trigo,2019,2019/2020,Salta,La Viña,100,100,200,2.0,1.0
trigo,2019,2019/2020,Corrientes,Sauce,700,400,800,2.0,0.571
trigo,2019,2019/2020,Santiago del Estero,Banda,1000,1000,2400,2.4,1.0
trigo,2019,2019/2020,Santiago del Estero,Copo,1900,1900,4370,2.3,1.0
trigo,2019,2019/2020,Santa Fe,San Martín,125000,120499,433796,3.6,0.964
trigo,2019,2019/2020,Santa Fe,Iriondo,72000,72000,273600,3.8,1.0
trigo,2019,2019/2020,Santa Fe,San Jerónimo,78000,78000,273000,3.5,1.0
trigo,2019,2019/2020,San Luis,Juan Martín de Pueyrredón,700,500,1050,2.1,0.714
trigo,2019,2019/2020,Buenos Aires,Pilar,300,300,1170,3.9,1.0
trigo,2019,2019/2020,Santa Fe,San Cristóbal,125000,124500,336150,2.7,0.996
trigo,2019,2019/2020,Santa Fe,General López,165000,163400,604580,3.7,0.99
trigo,2019,2019/2020,Buenos Aires,9 de Julio,45500,45500,204750,4.5,1.0
trigo,2019,2019/2020,Buenos Aires,Alberti,16700,16700,75150,4.5,1.0
trigo,2019,2019/2020,Buenos Aires,Campana,3000,3000,12300,4.1,1.0
trigo,2019,2019/2020,Buenos Aires,Coronel Pringles,77000,73500,245250,3.337,0.955
trigo,2019,2019/2020,Santa Fe,9 de Julio,93500,93500,233750,2.5,1.0
trigo,2019,2019/2020,Buenos Aires,Carmen de Areco,14000,13400,50920,3.8,0.957
trigo,2019,2019/2020,Buenos Aires,Chascomús,8300,8300,32370,3.9,1.0
trigo,2019,2019/2020,San Luis,Junín,850,850,2465,2.9,1.0
trigo,2019,2019/2020,Buenos Aires,Cañuelas,2100,2100,8190,3.9,1.0
trigo,2019,2019/2020,Buenos Aires,Magdalena,450,450,1755,3.9,1.0
trigo,2019,2019/2020,Buenos Aires,General Arenales,30000,30000,135000,4.5,1.0
trigo,2019,2019/2020,Buenos Aires,Exaltación de la Cruz,3000,3000,11700,3.9,1.0
trigo,2019,2019/2020,Jujuy,San Antonio,1240,1240,1736,1.4,1.0
trigo,2019,2019/2020,Salta,General José de San Martín,17500,17500,14000,0.8,1.0
trigo,2019,2019/2020,Buenos Aires,Chivilcoy,25400,25400,114300,4.5,1.0
trigo,2019,2019/2020,Salta,General Güemes,600,600,1080,1.8,1.0
trigo,2019,2019/2020,Buenos Aires,Colón,16700,16311,70137,4.3,0.977
trigo,2019,2019/2020,Salta,Anta,46534,46534,84177,1.809,1.0
trigo,2019,2019/2020,La Pampa,Utracán,10000,9000,8100,0.9,0.9
trigo,2019,2019/2020,Salta,Metán,9040,9040,12656,1.4,1.0
trigo,2019,2019/2020,Buenos Aires,Lobería,68000,68000,285840,4.204,1.0
trigo,2019,2019/2020,Buenos Aires,Guaminí,75700,72900,160380,2.2,0.963
trigo,2019,2019/2020,La Pampa,Maracó,17700,16700,38410,2.3,0.944
trigo,2019,2019/2020,Buenos Aires,Florentino Ameghino,17000,16460,60902,3.7,0.968
trigo,2019,2019/2020,Buenos Aires,Lincoln,51000,49325,180036,3.65,0.967
trigo,2019,2019/2020,Buenos Aires,Leandro N. Alem,28000,27200,103360,3.8,0.971
trigo,2019,2019/2020,Buenos Aires,General Rodríguez,450,450,1755,3.9,1.0
trigo,2019,2019/2020,La Pampa,Capital,34000,28200,31020,1.1,0.829
trigo,2019,2019/2020,Buenos Aires,General Las Heras,460,460,1794,3.9,1.0
trigo,2019,2019/2020,Buenos Aires,Junín,32000,32000,134400,4.2,1.0
trigo,2019,2019/2020,Buenos Aires,General La Madrid,43000,41000,82000,2.0,0.953
trigo,2019,2019/2020,Buenos Aires,La Plata,250,250,975,3.9,1.0
trigo,2019,2019/2020,Córdoba,Tercero Arriba,38600,36800,110400,3.0,0.953
trigo,2019,2019/2020,Buenos Aires,Hipólito Yrigoyen,25000,25000,75000,3.0,1.0
trigo,2019,2019/2020,Buenos Aires,Marcos Paz,1100,1100,4290,3.9,1.0
trigo,2019,2019/2020,Entre Ríos,Victoria,42000,41750,125250,3.0,0.994
trigo,2019,2019/2020,Córdoba,Unión,213000,204700,736920,3.6,0.961
trigo,2019,2019/2020,Buenos Aires,Pila,800,800,3360,4.2,1.0
trigo,2019,2019/2020,Santiago del Estero,Jiménez,30000,30000,72000,2.4,1.0
trigo,2019,2019/2020,Entre Ríos,Uruguay,41000,41000,98400,2.4,1.0
trigo,2019,2019/2020,Buenos Aires,Pellegrini,15200,14400,35980,2.499,0.947
trigo,2019,2019/2020,Buenos Aires,Maipú,2200,2200,10560,4.8,1.0
trigo,2019,2019/2020,Entre Ríos,Paraná,76350,76350,229050,3.0,1.0
trigo,2019,2019/2020,Buenos Aires,Necochea,61000,61000,208600,3.42,1.0
trigo,2019,2019/2020,Buenos Aires,Mercedes,5800,5800,26100,4.5,1.0
trigo,2019,2019/2020,Buenos Aires,Lobos,7057,6916,23019,3.328,0.98
trigo,2019,2019/2020,Buenos Aires,Monte,4070,3989,13408,3.361,0.98
trigo,2019,2019/2020,Entre Ríos,La Paz,48000,48000,124800,2.6,1.0
trigo,2019,2019/2020,Entre Ríos,Gualeguay,31000,31000,93000,3.0,1.0
trigo,2019,2019/2020,Buenos Aires,Olavarría,24000,24000,75000,3.125,1.0
trigo,2019,2019/2020,Buenos Aires,Patagones,48000,46700,38610,0.827,0.973
trigo,2019,2019/2020,Chaco,General Belgrano,5454,5454,10363,1.9,1.0
trigo,2019,2019/2020,Buenos Aires,Luján,4500,4500,17550,3.9,1.0
trigo,2019,2019/2020,Buenos Aires,Zárate,2500,2500,10000,4.0,1.0
trigo,2019,2019/2020,Córdoba,San Javier,3750,3750,13125,3.5,1.0
trigo,2019,2019/2020,Córdoba,Presidente Roque Sáenz Peña,100000,96532,222024,2.3,0.965
trigo,2019,2019/2020,Córdoba,Marcos Juárez,144000,133531,507418,3.8,0.927
trigo,2019,2019/2020,Córdoba,Capital,800,800,1760,2.2,1.0
trigo,2019,2019/2020,Córdoba,Colón,19900,18966,55001,2.9,0.953
trigo,2019,2019/2020,Chaco,Chacabuco,8066,7966,16729,2.1,0.988
trigo,2019,2019/2020,Chaco,Maipú,8500,8450,15633,1.85,0.994
trigo,2019,2019/2020,Entre Ríos,Nogoyá,53000,52850,142695,2.7,0.997
trigo,2019,2019/2020,Buenos Aires,Bragado,29800,29800,134100,4.5,1.0
trigo,2019,2019/2020,Buenos Aires,Ramallo,15200,15200,60800,4.0,1.0
trigo,2019,2019/2020,Buenos Aires,Punta Indio,100,100,390,3.9,1.0
trigo,2019,2019/2020,Entre Ríos,Colón,6500,6300,13230,2.1,0.969
trigo,2019,2019/2020,Santiago del Estero,General Taboada,117000,117000,362700,3.1,1.0
trigo,2019,2019/2020,Chaco,12 de Octubre,8890,8890,20447,2.3,1.0
trigo,2019,2019/2020,Chaco,O'Higgins,26800,26693,56055,2.1,0.996
trigo,2019,2019/2020,Santa Fe,Castellanos,170000,168500,505500,3.0,0.991
trigo,2019,2019/2020,Buenos Aires,Tornquist,23600,19000,22800,1.2,0.805
trigo,2019,2019/2020,Buenos Aires,San Cayetano,38000,38000,125400,3.3,1.0
trigo,2019,2019/2020,Buenos Aires,San Vicente,450,450,1755,3.9,1.0
trigo,2019,2019/2020,Buenos Aires,Suipacha,6800,6800,30600,4.5,1.0
trigo,2019,2019/2020,Buenos Aires,San Andrés de Giles,16000,16000,60800,3.8,1.0
trigo,2019,2019/2020,Buenos Aires,Saladillo,5546,5435,19186,3.53,0.98
trigo,2019,2019/2020,Buenos Aires,Saavedra,47300,40300,72390,1.796,0.852
trigo,2019,2019/2020,Buenos Aires,San Antonio de Areco,16300,16121,64484,4.0,0.989
trigo,2019,2019/2020,Chaco,2 de Abril,12900,12380,23522,1.9,0.96
trigo,2019,2019/2020,Buenos Aires,Tres Lomas,9100,8400,20980,2.498,0.923
trigo,2019,2019/2020,Buenos Aires,San Pedro,16300,16300,65200,4.0,1.0
trigo,2019,2019/2020,Santiago del Estero,Juan F. Ibarra,27200,27200,73440,2.7,1.0
trigo,2019,2019/2020,Santiago del Estero,Río Hondo,10000,10000,24000,2.4,1.0
trigo,2019,2019/2020,Buenos Aires,Rojas,30000,29750,130900,4.4,0.992
trigo,2019,2019/2020,Córdoba,Tulumba,19772,18990,55071,2.9,0.96
trigo,2019,2019/2020,Jujuy,Santa Bárbara,1970,1970,2758,1.4,1.0
trigo,2019,2019/2020,Buenos Aires,Roque Pérez,5180,5076,16143,3.18,0.98
trigo,2019,2019/2020,Buenos Aires,Laprida,9000,9000,31500,3.5,1.0
trigo,2019,2019/2020,Santiago del Estero,Moreno,106000,106000,275600,2.6,1.0
trigo,2019,2019/2020,Buenos Aires,Rivadavia,38850,38250,103275,2.7,0.985
trigo,2020,2020/2021,Buenos Aires,Tandil,63692,63692,306800,4.817,1.0
trigo,2020,2020/2021,Buenos Aires,General Arenales,34000,34000,146200,4.3,1.0
trigo,2020,2020/2021,Buenos Aires,Mar Chiquita,6000,6000,30000,5.0,1.0
trigo,2020,2020/2021,Buenos Aires,Salto,35100,35100,147420,4.2,1.0
trigo,2020,2020/2021,Buenos Aires,Maipú,2800,2800,14000,5.0,1.0
trigo,2020,2020/2021,Buenos Aires,Bahía Blanca,16000,16000,35200,2.2,1.0
trigo,2020,2020/2021,La Pampa,Toay,31300,31300,62600,2.0,1.0
trigo,2020,2020/2021,Buenos Aires,Tornquist,25000,25000,49800,1.992,1.0
trigo,2020,2020/2021,Santiago del Estero,Alberdi,16300,9100,5460,0.6,0.558
trigo,2020,2020/2021,Buenos Aires,Pergamino,44800,44800,188160,4.2,1.0
trigo,2020,2020/2021,Buenos Aires,San Nicolás,7500,7500,28500,3.8,1.0
trigo,2020,2020/2021,Buenos Aires,Salliqueló,6100,6100,18280,2.997,1.0
trigo,2020,2020/2021,Buenos Aires,Suipacha,8000,8000,33600,4.2,1.0
trigo,2020,2020/2021,Buenos Aires,San Andrés de Giles,19000,19000,57000,3.0,1.0
trigo,2020,2020/2021,Buenos Aires,Tapalqué,3000,3000,12600,4.2,1.0
trigo,2020,2020/2021,Salta,Chicoana,250,250,350,1.4,1.0
trigo,2020,2020/2021,Buenos Aires,San Antonio de Areco,16700,16700,65130,3.9,1.0
trigo,2020,2020/2021,Chaco,Fray Justo Santa María de Oro,4000,1800,1260,0.7,0.45
trigo,2020,2020/2021,Buenos Aires,Lincoln,50300,49000,176400,3.6,0.974
trigo,2020,2020/2021,Buenos Aires,Monte,15900,15580,57646,3.7,0.98
trigo,2020,2020/2021,Córdoba,San Justo,198000,196220,353196,1.8,0.991
trigo,2020,2020/2021,Corrientes,Mercedes,250,250,700,2.8,1.0
trigo,2020,2020/2021,Chaco,Chacabuco,8000,5400,4860,0.9,0.675
trigo,2020,2020/2021,Córdoba,Tulumba,10740,9050,13675,1.511,0.843
trigo,2020,2020/2021,Buenos Aires,Pehuajó,60442,60442,271989,4.5,1.0
trigo,2020,2020/2021,Buenos Aires,Necochea,61560,61560,276252,4.488,1.0
trigo,2020,2020/2021,Buenos Aires,Pilar,300,300,1140,3.8,1.0
trigo,2020,2020/2021,Salta,Capital,950,950,1330,1.4,1.0
trigo,2020,2020/2021,Buenos Aires,Magdalena,450,450,1710,3.8,1.0
trigo,2020,2020/2021,Buenos Aires,Mercedes,6000,6000,25200,4.2,1.0
trigo,2020,2020/2021,Buenos Aires,Leandro N. Alem,29100,28400,105080,3.7,0.976
trigo,2020,2020/2021,La Pampa,Conhelo,34000,33400,66800,2.0,0.982
trigo,2020,2020/2021,Buenos Aires,General Rodríguez,450,450,1710,3.8,1.0
trigo,2020,2020/2021,Buenos Aires,Lobería,80704,80704,388861,4.818,1.0
trigo,2020,2020/2021,Buenos Aires,Laprida,9200,9200,38640,4.2,1.0
trigo,2020,2020/2021,Salta,Rosario de la Frontera,6900,6825,6143,0.9,0.989
trigo,2020,2020/2021,Santa Fe,La Capital,21420,21420,51396,2.399,1.0
trigo,2020,2020/2021,Santa Fe,Rosario,36900,36900,81180,2.2,1.0
trigo,2020,2020/2021,Buenos Aires,Pila,5700,5700,24510,4.3,1.0
trigo,2020,2020/2021,Santa Fe,9 de Julio,93100,84100,227070,2.7,0.903
trigo,2020,2020/2021,Jujuy,San Antonio,800,800,1280,1.6,1.0
trigo,2020,2020/2021,Santa Fe,General López,185000,180700,650520,3.6,0.977
trigo,2020,2020/2021,Santa Fe,San Jerónimo,62700,54300,97740,1.8,0.866
trigo,2020,2020/2021,Santiago del Estero,Moreno,35200,11400,6840,0.6,0.324
trigo,2020,2020/2021,La Pampa,Chapaleufú,17500,17100,42750,2.5,0.977
trigo,2020,2020/2021,La Pampa,Trenel,21500,20600,37080,1.8,0.958
trigo,2020,2020/2021,Córdoba,Tercero Arriba,25000,22400,40320,1.8,0.896
trigo,2020,2020/2021,Chaco,12 de Octubre,12500,9500,7600,0.8,0.76
trigo,2020,2020/2021,Buenos Aires,Bolívar,32000,32000,134400,4.2,1.0
trigo,2020,2020/2021,Santiago del Estero,Guasayán,5000,5000,7500,1.5,1.0
trigo,2020,2020/2021,Entre Ríos,Paraná,82250,82250,197415,2.4,1.0
trigo,2020,2020/2021,Buenos Aires,Adolfo Alsina,82600,82600,231220,2.799,1.0
trigo,2020,2020/2021,Entre Ríos,San Salvador,6000,6000,13200,2.2,1.0
trigo,2020,2020/2021,Santiago del Estero,Robles,1000,1000,2500,2.5,1.0
trigo,2020,2020/2021,Santiago del Estero,General Taboada,125700,117200,175800,1.5,0.932
trigo,2020,2020/2021,Santa Fe,San Martín,117000,105380,189684,1.8,0.901
trigo,2020,2020/2021,La Pampa,Quemú Quemú,15000,14700,29400,2.0,0.98
trigo,2020,2020/2021,San Luis,Gobernador Dupuy,7600,2100,2520,1.2,0.276
trigo,2020,2020/2021,Buenos Aires,General La Madrid,46000,46000,93000,2.022,1.0
trigo,2020,2020/2021,Jujuy,El Carmen,720,720,1152,1.6,1.0
trigo,2020,2020/2021,La Pampa,Atreucó,33200,33200,83000,2.5,1.0
trigo,2020,2020/2021,Entre Ríos,Gualeguay,38500,38100,106680,2.8,0.99
trigo,2020,2020/2021,La Pampa,Catriló,21600,21600,54000,2.5,1.0
trigo,2020,2020/2021,Buenos Aires,Baradero,12000,12000,46800,3.9,1.0
trigo,2020,2020/2021,Córdoba,Juárez Celman,46800,38800,85360,2.2,0.829
trigo,2020,2020/2021,Entre Ríos,Victoria,42000,41100,102750,2.5,0.979
trigo,2020,2020/2021,Buenos Aires,General Juan Madariaga,5500,5500,28050,5.1,1.0
trigo,2020,2020/2021,Buenos Aires,9 de Julio,60010,60010,252040,4.2,1.0
trigo,2020,2020/2021,Buenos Aires,Carmen de Areco,12000,12000,42000,3.5,1.0
trigo,2020,2020/2021,Buenos Aires,Adolfo Gonzales Chaves,56000,56000,255600,4.564,1.0
trigo,2020,2020/2021,Buenos Aires,Guaminí,66700,66700,186760,2.8,1.0
trigo,2020,2020/2021,Buenos Aires,Azul,59180,59180,272424,4.603,1.0
trigo,2020,2020/2021,Buenos Aires,Alberti,22000,22000,92400,4.2,1.0
trigo,2020,2020/2021,Córdoba,Río Segundo,40000,38700,50310,1.3,0.968
trigo,2020,2020/2021,Córdoba,Colón,12196,10446,16813,1.61,0.857
trigo,2020,2020/2021,Buenos Aires,25 de Mayo,50223,49119,191542,3.9,0.978
trigo,2020,2020/2021,Buenos Aires,Exaltación de la Cruz,3300,3300,12540,3.8,1.0
trigo,2020,2020/2021,Buenos Aires,Chivilcoy,33092,33092,138968,4.199,1.0
trigo,2020,2020/2021,Buenos Aires,Coronel Dorrego,150800,150800,625960,4.151,1.0
trigo,2020,2020/2021,Santiago del Estero,Copo,700,200,140,0.7,0.286
trigo,2020,2020/2021,Chaco,Independencia,15100,8600,6880,0.8,0.57
trigo,2020,2020/2021,Buenos Aires,Lobos,11900,11650,43105,3.7,0.979
trigo,2020,2020/2021,Córdoba,Cruz del Eje,1500,1500,1200,0.8,1.0
trigo,2020,2020/2021,Chaco,Comandante Fernández,17500,11000,8800,0.8,0.629
trigo,2020,2020/2021,Buenos Aires,General Paz,540,540,2160,4.0,1.0
trigo,2020,2020/2021,Buenos Aires,Coronel de Marina Leonardo Rosales,15253,15253,36607,2.4,1.0
trigo,2020,2020/2021,Buenos Aires,Dolores,40,40,140,3.5,1.0
trigo,2020,2020/2021,Santiago del Estero,Loreto,1000,1000,2000,2.0,1.0
trigo,2020,2020/2021,Tucumán,La Cocha,13800,11840,10608,0.896,0.858
trigo,2020,2020/2021,Buenos Aires,General Guido,1200,1200,5160,4.3,1.0
trigo,2020,2020/2021,Córdoba,General Roca,66600,40850,61725,1.511,0.613
trigo,2020,2020/2021,Entre Ríos,La Paz,58000,58000,139200,2.4,1.0
trigo,2020,2020/2021,Entre Ríos,Federal,7800,7800,19500,2.5,1.0
trigo,2020,2020/2021,Catamarca,El Alto,100,50,35,0.7,0.5
trigo,2020,2020/2021,Chaco,Quitilipi,1750,1100,880,0.8,0.629
trigo,2020,2020/2021,Córdoba,Capital,1700,1700,2040,1.2,1.0
trigo,2020,2020/2021,La Pampa,Hucal,24500,24500,49000,2.0,1.0
trigo,2020,2020/2021,Córdoba,Totoral,22600,20240,30360,1.5,0.896
trigo,2020,2020/2021,Corrientes,Sauce,1050,1050,2940,2.8,1.0
trigo,2020,2020/2021,Santiago del Estero,Silípica,1500,1500,3000,2.0,1.0
trigo,2020,2020/2021,Buenos Aires,Tres Lomas,9100,9100,27290,2.999,1.0
trigo,2020,2020/2021,Santiago del Estero,Jiménez,30000,26000,39000,1.5,0.867
trigo,2020,2020/2021,Santiago del Estero,San Martín,10500,10500,21000,2.0,1.0
trigo,2020,2020/2021,Buenos Aires,Tres Arroyos,131000,131000,570000,4.351,1.0
trigo,2020,2020/2021,Córdoba,San Javier,4000,4000,14000,3.5,1.0
trigo,2020,2020/2021,Córdoba,Calamuchita,1800,1300,1950,1.5,0.722
trigo,2020,2020/2021,Chaco,General Belgrano,3200,1600,1120,0.7,0.5
trigo,2020,2020/2021,Buenos Aires,Zárate,3000,3000,11700,3.9,1.0
trigo,2020,2020/2021,Buenos Aires,Rivadavia,35270,35270,155195,4.4,1.0
trigo,2020,2020/2021,Buenos Aires,Coronel Suárez,110000,110000,275000,2.5,1.0
trigo,2020,2020/2021,Buenos Aires,Olavarría,28000,28000,115500,4.125,1.0
trigo,2020,2020/2021,Buenos Aires,General Viamonte,28200,27500,104500,3.8,0.975
trigo,2020,2020/2021,Buenos Aires,Daireaux,29000,29000,121800,4.2,1.0
trigo,2020,2020/2021,Buenos Aires,Carlos Casares,24554,24554,112970,4.601,1.0
trigo,2020,2020/2021,Buenos Aires,Castelli,2400,2400,11040,4.6,1.0
trigo,2020,2020/2021,Buenos Aires,Cañuelas,2100,2100,7980,3.8,1.0
trigo,2020,2020/2021,Buenos Aires,Ramallo,14500,14500,56550,3.9,1.0
trigo,2020,2020/2021,Buenos Aires,Arrecifes,25400,25400,101600,4.0,1.0
trigo,2020,2020/2021,Santa Fe,Caseros,44300,44300,101890,2.3,1.0
trigo,2020,2020/2021,Buenos Aires,Ayacucho,11800,11800,50740,4.3,1.0
trigo,2020,2020/2021,Chaco,O'Higgins,15000,13100,11790,0.9,0.873
trigo,2020,2020/2021,Chaco,2 de Abril,8500,4300,3440,0.8,0.506
trigo,2020,2020/2021,Santiago del Estero,Pellegrini,25000,21700,32550,1.5,0.868
trigo,2020,2020/2021,Santa Fe,Garay,1300,1300,2860,2.2,1.0
trigo,2020,2020/2021,Jujuy,San Pedro,480,480,768,1.6,1.0
trigo,2020,2020/2021,Santa Fe,Castellanos,187700,184700,332460,1.8,0.984
trigo,2020,2020/2021,La Pampa,Rancul,7000,6800,10880,1.6,0.971
trigo,2020,2020/2021,La Pampa,Guatraché,61600,61600,135520,2.2,1.0
trigo,2020,2020/2021,Jujuy,Santa Bárbara,1600,1600,2560,1.6,1.0
trigo,2020,2020/2021,Entre Ríos,Federación,3500,3500,9100,2.6,1.0
trigo,2020,2020/2021,Salta,General José de San Martín,15200,14750,10325,0.7,0.97
trigo,2020,2020/2021,Jujuy,Palpalá,120,120,192,1.6,1.0
trigo,2020,2020/2021,Salta,Anta,40850,39550,57405,1.451,0.968
trigo,2020,2020/2021,La Pampa,Maracó,21300,20900,48070,2.3,0.981
trigo,2020,2020/2021,San Luis,Junín,2600,1900,5320,2.8,0.731
trigo,2020,2020/2021,Entre Ríos,Feliciano,5500,5500,14300,2.6,1.0
trigo,2020,2020/2021,La Pampa,Capital,37200,37200,81840,2.2,1.0
trigo,2020,2020/2021,Salta,Metán,8800,8700,10440,1.2,0.989
trigo,2020,2020/2021,Chaco,Maipú,2300,1400,980,0.7,0.609
trigo,2020,2020/2021,Corrientes,Curuzu Cuatia,270,270,756,2.8,1.0
trigo,2020,2020/2021,San Luis,Libertador General San Martín,350,250,275,1.1,0.714
trigo,2020,2020/2021,Córdoba,General San Martín,69900,68400,88920,1.3,0.979
